business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours 
MsgWKX-hUG35a0nLcCAKrg,Currito,"8500 Essington Ave, Philadelphia International Airport, Terminal A",Philadelphia,PA,19153,39.874423,-75.247136,3.5,125,1,"{'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1'}","Mexican, Food Trucks, American (New), Salad, Juice Bars & Smoothies, Food, Restaurants","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '5:0-20:0', 'Sunday': '5:0-20:0'}"
SYi3fXcXl1lxUmEEsrXR_g,El Sarape Restaurant,1304 S 9th St,Philadelphia,PA,19147,39.932888,-75.159452,3.0,26,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'True'}","Restaurants, Mexican","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
d974XBCRIZwoYbUrY2Rd3w,Union Taco,4229 Main St,Philadelphia,PA,19127,40.023539,-75.219736,3.5,179,0,"{'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Mexican, Restaurants, Tacos","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
j6usntbtSzFyuwx4n2mn1g,Las Bugambilias,15 S 3rd St,Philadelphia,PA,19106,39.9499940204,-75.1454153298,4.0,381,1,"{'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BYOBCorkage': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}"", 'DogsAllowed': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'DriveThru': 'False', 'RestaurantsDelivery': 'True', 'HasTV': 'False'}","Restaurants, Mexican","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}"
dgGuvdysSuWOv2dKqZTbVA,Chipotle Mexican Grill,4030 City Ave,Philadelphia,PA,19131,40.0075055545,-75.212248984,2.5,186,1,"{'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'DriveThru': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Mexican, Restaurants, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}"
w55VlTgAoRXPnqFte3j9ew,Revolution Taco,2015 Walnut St,Philadelphia,PA,19103,39.9507589,-75.1743401,4.0,276,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'DriveThru': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True'}","Mexican, Tacos, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}"
h32M29lB6bQv7QwdWtVfEw,Tamalex  II Restaurant,1201 S 9th St,Philadelphia,PA,19147,39.9342645,-75.1588578,4.5,11,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1'}","Mexican, Restaurants, Sandwiches","{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}"
pXMxvdHKzCuSQhZu0MEOHg,Los Potrillos Mexican Restaurant,4653 Rising Sun Ave,Philadelphia,PA,19140,40.0212979,-75.125815,4.0,14,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True'}","Tacos, Mexican, Restaurants","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0'}"
tIrRQBpPou-WfYc0XkLVfA,Sueno,114 S 12th St,Philadelphia,PA,19107,39.9498246,-75.1604325,3.5,73,1,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True'}","Cocktail Bars, Nightlife, Restaurants, Mexican, Bars","{'Monday': '16:0-23:0', 'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-23:0'}"
_jRB9wKomaO1W3tfA1sX_Q,Jackass Burrito,2013 Chestnut St,Philadelphia,PA,19103,39.9522598,-75.1740323,4.0,26,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Restaurants, Mexican","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
G9LZoNlCfRH941q87_JLIg,Mission Taqueria,"1516 Sansom St, Fl 2",Philadelphia,PA,19102,39.9502217062,-75.1665529981,4.0,617,1,"{'HasTV': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'Caters': 'False', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DriveThru': 'None', 'BikeParking': 'True', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': None, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True'}","Tex-Mex, Restaurants, Food, Nightlife, Beer, Wine & Spirits, Pubs, Bars, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}"
SCjUeZfjafJ88fWWQjRh2w,El Rey,2013 Chestnut St,Philadelphia,PA,19103,39.9522598,-75.1740323,3.5,968,1,"{'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Restaurants, Lounges, Bars, Mexican, Nightlife, Tex-Mex, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}"
8QtgPszOI5-4qwizvWi5lA,Unity Taqueria,5420 Ridge Ave,Philadelphia,PA,19128,40.0224225,-75.2090019,4.0,25,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Corkage': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'""}","Mexican, Tex-Mex, Restaurants, Tacos","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-19:0', 'Saturday': '12:0-22:0', 'Sunday': '11:0-20:0'}"
GAuweBrcC_wK3a0UhZjwfA,Loco Pez,2401 E Norris St,Philadelphia,PA,19125,39.977142,-75.127202,4.0,650,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'WiFi': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'DriveThru': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'""}","Restaurants, Tacos, Bars, Nightlife, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
Ku2b7oA9s56mHoflb5lJ2w,Alma Del Mar,1007 S 9th St,Philadelphia,PA,19147,39.9373099378,-75.1580101624,5.0,80,1,"{'RestaurantsTableService': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'RestaurantsDelivery': 'None'}","Coffee & Tea, Seafood, Restaurants, Fish & Chips, Food, Mexican, Salad, Breakfast & Brunch, Sandwiches, Comfort Food","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
pBhSdTZcYx29M0ulJhUNig,El Guaco Loco,2003 N 13th St,Philadelphia,PA,19122,39.983036976,-75.1546335178,3.0,15,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Food Trucks, Mexican, Food","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0'}"
79cmm_bMkDWHaa7-OysIAA,Cantina Laredo,"8500 Essington Ave, Space E12, Terminal E",Philadelphia,PA,19153,39.8778109906,-75.2368170695,2.5,112,0,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Wine Bars, Nightlife, Breakfast & Brunch, Restaurants, Mexican, Bars","{'Monday': '4:30-20:30', 'Tuesday': '4:30-20:30', 'Wednesday': '4:30-20:30', 'Thursday': '4:30-20:30', 'Friday': '4:30-20:30', 'Saturday': '4:30-20:30', 'Sunday': '4:30-20:30'}"
AqXAY71HZDnOV_qG1H0GpA,Don Chucho,1108-10 S 9th St,Philadelphia,PA,19147,39.9360042563,-75.1585241407,2.5,7,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Food, Restaurants, Mexican",
qP954Yf1Qa5Ckkw4RU6w7A,DOHO Taqueria,18 W Hortter,Philadelphia,PA,19119,40.0497663,-75.1848614,4.5,31,0,"{'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None'}","Vegan, Mexican, Restaurants, Tacos, Asian Fusion","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}"
LEwyF97d5SS_V4kLwSMu3A,Union Taco,712 W Girard Ave,Philadelphia,PA,19123,39.970211,-75.148728,3.0,39,0,"{'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","Food, Restaurants, Mexican","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}"
wTVczLDput_PVOXrPiqdvA,Lou & Choo's Lounge,2101 W Hunting Park Ave,Philadelphia,PA,19140,40.0118111,-75.1633621,3.0,14,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'False', 'BusinessParking': 'None', 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'False', 'Smoking': ""u'outdoor'"", 'OutdoorSeating': 'True'}","Dive Bars, Bars, Seafood, Nightlife, Restaurants, Mexican, Lounges","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
i6DlLLxZ2iwQRxhUDx3TTg,The Adobe Cafe,4550 Mitchell St,Philadelphia,PA,19128,40.0342316,-75.2191448,3.5,317,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Mexican, Vegan, Restaurants","{'Monday': '15:0-22:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}"
6F-6mFFNw2YXN7lD_Gukcg,Lolita,106 S 13th St,Philadelphia,PA,19107,39.950081,-75.162148,4.0,423,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'GoodForKids': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsReservations': 'True', 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None', 'Caters': 'False'}","Restaurants, Mexican","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-0:0'}"
x6__XFxj5KQY3r2GNyc8DQ,Cafe Canela,2201 S 7th St,Philadelphia,PA,19148,39.921511,-75.158275,4.5,11,0,"{'WheelchairAccessible': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Caters': 'False', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Breakfast & Brunch, Restaurants, Fast Food, Mexican, American (Traditional), Sandwiches, Comfort Food","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
